Gene symbol	Description	Astrocytes	Neuron	Oligodendrocyte Precursor Cell	Newly Formed Oligodendrocyte	Myelinating Oligodendrocytes	Microglia	Endothelial Cells	cell-cell adhesion	cell surface	opc_fold_change	endothelial_fold_change
1700018B08Rik		0.1	0.10234	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.0056228
1700018B24Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700018C11Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700018F24Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700018L02Rik		1.5959	0.84033	1.1642	1.3374	1.5772	0.41564	1.4725	0	0	-0.43808	0.35024
1700018L24Rik		0.1	0.19578	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.21366
1700019A02Rik		0.10992	0.1	0.18209	0.10538	0.1	0.1	0.1	0	0	0.86465	-0.21702
1700019B03Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700019D03Rik	Small membrane A-kinase anchor protein	0.52907	0.96384	4.3354	1.1021	0.61976	0.11191	0.16063	0	0	2.8064	-2.991
1700019E08Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700019E19Rik		6.6377	3.5546	6.8997	11.602	10.519	1.3176	11.625	0	0	-0.60841	0.78314
1700019G17Rik		6.8063	0.65356	2.633	0.88698	1.0299	0.32548	0.85287	0	0	1.3541	-1.2694
1700019G24Rik		0.27574	0.1	0.1	0.1	0.1	0.1	0.11484	0	0	0	-0.17093
1700019L03Rik	Uncharacterized protein C9orf117 homolog	0.22879	0.10622	0.11416	0.1	0.1	0.1	0.1	0	0	0.19109	-0.32034
1700019M22Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700019N12Rik		0.28014	0.19949	0.13752	0.1042	0.17916	0.67502	0.29226	0	0	-0.38162	0.15446
1700019N19Rik	Uncharacterized protein C10orf82 homolog	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700019O17Rik	Uncharacterized protein C2orf57 homolog	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700020A23Rik		0.10023	0.3894	0.1	0.25557	0.1	0.1	0.1	0	0	0	-0.80075
1700020C07Rik		0.1	0.1	0.15296	0.1	0.1	0.1	1.1843	0	0	0.61318	3.444
1700020D05Rik		0.87635	0.57732	0.58985	0.32693	0.11527	0.28713	0.1	0	0	2.3554	-2.2083
1700020I14Rik		14.16	33.11	15.937	8.5804	4.3908	1.8816	17.521	0	0	1.8598	0.42949
1700020L24Rik	Uncharacterized protein C17orf50 homolog	0.23838	0.1364	0.87887	0.45207	1.2349	2.9037	8.0089	0	0	-0.49068	3.0395
1700020M21Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700020N01Rik		0.1	0.1	0.1	0.1	0.1	0.33911	0.1	0	0	0	-0.4839
1700020N18Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700020O03Rik		4.7465	5.7184	6.6048	7.1379	5.9836	8.7109	4.5375	0	0	0.14248	-0.51491
1700021C14Rik		2.6647	1.6673	0.90281	1.956	3.4379	2.1068	2.5338	0	0	-1.929	0.25549
1700021F05Rik	Uncharacterized protein C6orf203 homolog	6.5921	7.7939	6.8198	3.9732	3.5775	2.3346	3.1451	0	0	0.9308	-0.72036
1700021F07Rik	Uncharacterized protein C20orf85 homolog	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700021K19Rik	Run domain Beclin-1 interacting and cysteine-rich containing protein	5.8043	12.336	15.515	33.427	22.267	8.8578	6.0519	0	0	-0.52125	-1.4354
1700022A21Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700022E09Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700022I11Rik	Uncharacterized protein C9orf131 homolog	0.1	0.11878	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.044472
1700022P22Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700023A16Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.17191	0	0	0	0.78166
1700023E05Rik	Testicular haploid expressed gene protein-like	0.10751	0.1287	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.08452
1700023F02Rik		0.1	0.20223	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.22699
1700023I07Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700023L04Rik		0.31012	0.13019	0.1	0.1	0.1	0.18123	0.38352	0	0	0	1.3202
1700024G13Rik	UPF0728 protein C10orf53 homolog	0.1	0.1	0.1	0.1	0.1	0.1	0.12581	0	0	0	0.33128
1700024P03Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700024P04Rik	Histone H2B subacrosomal variant	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700024P16Rik	Uncharacterized protein C1orf168 homolog	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700025B11Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700025C18Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700025E21Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700025F22Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700025F24Rik		0.1073	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.017449
1700025G04Rik	Uncharacterized protein C1orf21 homolog	3.6151	4.3004	14.26	5.8757	1.5673	0.52018	0.31207	0	0	3.1856	-4.0087
1700025K23Rik		4.2778	6.9867	7.59	5.8621	5.7669	0.70502	2.9477	0	0	0.39632	-0.81838
1700025M24Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700025N23Rik		0.1	0.12106	0.10541	0.1	0.1	0.1	0.1	0	0	0.075998	-0.062276
1700026D08Rik	Uncharacterized protein C15orf26 homolog	0.4066	0.1	0.1	0.1	0.1	0.1	0.10493	0	0	0	-0.52609
1700026D11Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700026J04Rik		0.29577	0.1	0.1	0.1	0.1	0.1	1.0308	0	0	0	2.9584
1700026L06Rik	Uncharacterized protein C9orf9 homolog	0.1	0.1	0.1	0.1	0.1	0.21709	0.1	0	0	0	-0.25719
1700027A15Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700027A23Rik		0.77917	0.12939	0.1	0.1	0.1	0.1	0.20572	0	0	0	-0.084258
1700027D21Rik		0.18688	0.1	0.1	0.11108	0.10219	0.1	0.1	0	0	-0.031219	-0.22271
1700027F09Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700027H10Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700027I24Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700027J07Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700027L20Rik		102.41	2.3772	14.302	0.43168	4.3645	4.6523	0.1	0	0	1.7123	-7.743
1700028B04Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700028I16Rik		0.1	0.1	0.11929	0.1	0.1	0.1	0.1	0	0	0.25442	-0.045642
1700028J19Rik		0.18692	0.54341	1.1411	0.86261	0.3523	0.61809	0.44737	0	0	1.6955	-0.46473
1700028K03Rik	Uncharacterized protein C1orf146 homolog	1.2074	0.65223	0.38971	0.20045	0.1	0.11908	0.13306	0	0	1.9624	-1.7412
1700028M03Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700028P14Rik	Uncharacterized protein C9orf135 homolog	0.31298	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.43826
1700028P15Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700029B22Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700029F09Rik		3.5421	4.9203	5.7816	2.7128	1.1109	2.0415	12.449	0	0	2.3797	1.8931
1700029F12Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700029G01Rik		1.3122	0.55447	0.18555	0.1	0.1	0.78556	3.2918	0	0	0.89178	2.7009
1700029H14Rik		0.16065	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.13893
1700029I15Rik	Uncharacterized protein C11orf94 homolog	0.72824	0.45529	0.65468	0.2218	0.1	0.36928	0.1	0	0	2.7108	-2.0757
1700029J03Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700029J07Rik	UPF0602 protein C4orf47 homolog	1.8163	1.7749	0.9487	0.81495	0.44134	0.16379	0.17525	0	0	1.1041	-2.5028
1700029J11Rik		0.1	0.637	0.1	0.29927	0.1	0.34907	0.36088	0	0	0	0.44974
1700029M20Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700029P11Rik		0.1	0.11955	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.046269
1700030C10Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1018	0	0	0	0.025738
1700030F18Rik	Protein FAM186A	0.13076	0.1021	0.1	0.1	0.15553	0.1	0.1	0	0	-0.63718	-0.19825
1700030J22Rik	Uncharacterized protein C16orf46 homolog	0.28618	0.90233	0.31593	0.48032	0.2221	0.14977	0.22807	0	0	0.50839	-0.78423
1700030K09Rik	Uncharacterized protein C19orf44 homolog	3.3887	1.8362	3.5797	2.5632	1.3424	1.3047	2.0722	0	0	1.4151	-0.17276
1700030L20Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700031F05Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700031M16Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700034E13Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700034F02Rik	Clathrin heavy chain linker domain-containing protein 1	0.31023	0.1	0.16553	0.22334	0.16985	0.1	0.1	0	0	-0.037212	-0.83316
1700034H14Rik		8.9034	3.6183	9.7373	6.925	2.7851	2.0812	6.313	0	0	1.8058	0.15369
1700034H15Rik		0.25337	0.44872	0.15898	0.11224	0.1	0.1	0.11325	0	0	0.66881	-0.78798
1700034I23Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700034J05Rik	Uncharacterized protein C12orf71 homolog	0.1	0.1	0.1	0.10535	0.1	0.1	0.1	0	0	0	-0.012815
1700034K08Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700034O15Rik	Uncharacterized protein C7orf34 homolog	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700034P13Rik		0.36381	0.37081	0.19975	0.16187	0.1	0.1	0.17734	0	0	0.99821	-0.2848
1700036G14Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700037C18Rik	Uncharacterized protein C16orf90 homolog	0.36662	1.3452	1.6534	1.3513	1.6092	1.6341	1.1532	0	0	0.039047	-0.20216
1700037H04Rik	UPF0687 protein C20orf27 homolog	5.6516	20.32	13.969	9.0654	5.8439	10.132	4.4244	0	0	1.2572	-1.2915
1700039E15Rik	Transporter	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700040I03Rik		6.2666	2.9943	6.3406	4.5483	7.906	2.6132	8.2433	0	0	-0.31833	0.68947
1700040L02Rik	Uncharacterized protein C10orf107 homolog	0.4073	0.38735	0.10044	0.1	0.1	0.1	0.1	0	0	0.0063842	-0.9941
1700040N02Rik		0.27926	0.1	0.48868	1.2617	0.15013	0.1	0.1	0	0	1.7027	-1.9878
1700041C23Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700041M19Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700042B14Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700042G07Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700042G15Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700044K03Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700045H11Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700045I19Rik		6.039	2.7496	2.6446	0.57383	0.10703	0.10418	0.11462	0	0	4.627	-4.151
1700047G03Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700047I17Rik2	Protein FAM177A1	0.1	0.1	0.1	0.1	0.12546	0.1	0.1	0	0	-0.32724	-0.059957
1700047L14Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700047M11Rik		0.12717	0.1	3.9617	39.174	33.138	0.20948	0.1	0	0	-3.0643	-6.9983
1700048O20Rik		1.4719	2.3576	2.5899	1.6414	0.22239	0.2978	0.91602	0	0	3.5417	-0.64274
1700049E15Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700049E22Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700049G17Rik		1.7137	0.55803	1.0778	0.31776	0.1	0.10775	0.25336	0	0	3.43	-1.35
1700049L16Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700052I22Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700052K11Rik		0.87356	1.3924	1.449	1.0576	1.5291	0.83575	2.7699	0	0	-0.077582	1.2194
1700052N19Rik	UPF0364 protein C6orf211 homolog	3.1672	1.0955	4.5704	2.9129	1.7502	2.6141	3.851	0	0	1.3848	0.5203
1700054K19Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700054N08Rik		0.47146	5.8309	2.0506	1.2464	1.1565	0.52428	1.1874	0	0	0.82627	-0.66297
1700054O13Rik		0.1	0.14175	0.1	0.11309	0.1	0.1	0.1	0	0	0	-0.12619
1700055C04Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700055N04Rik	Aldehyde dehydrogenase	0.1	0.1	0.1	0.17483	0.1837	0.10333	0.11287	0	0	-0.87732	-0.16991
1700056E22Rik		0.5681	0.14334	0.65907	0.50669	0.39098	0.21091	0.44386	0	0	0.75336	0.10332
1700057G04Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700057H15Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700057K13Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.12693	0	0	0	0.34403
1700058G18Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700060C20Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700061F12Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700061G19Rik		0.1	0.10333	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.0079956
1700061I17Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700061J05Rik		0.11198	0.1	0.1	0.14682	0.13078	0.1	0.1	0	0	-0.38709	-0.20074
1700063A18Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700063D05Rik		0.54128	0.1	0.12066	0.17093	0.1	0.10938	0.1	0	0	0.27094	-0.92884
1700065D16Rik		0.1	0.13712	0.1	0.1	0.1	0.13876	0.1	0	0	0	-0.1718
1700065I16Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700065I17Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700065J11Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700065J18Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700066B17Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700066B19Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700066M21Rik	UPF0565 protein C2orf69 homolog	10.607	2.9682	19.071	9.5711	4.0259	0.24399	1.552	0	0	2.244	-2.3196
1700066O22Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700067G17Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700067K01Rik	UPF0575 protein C19orf67 homolog	0.16768	0.13172	0.11856	0.11282	0.1	0.1	0.11654	0	0	0.24566	-0.063649
1700067P10Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700069L16Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700069P05Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700071K01Rik	Prohibitin	0.1	0.12692	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.063307
1700072B07Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700072E05Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700073E17Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.11553	0	0	0	0.2083
1700074P13Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700080E11Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700080N15Rik		0.1	0.14964	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.11468
1700080O16Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700081H04Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700081L11Rik		15.872	18.828	14.809	10.824	2.4675	8.9013	11.397	0	0	2.5854	-0.068406
1700084C01Rik	Coiled-coil domain-containing protein C1orf110 homolog	25.23	1.8115	3.1267	0.46729	0.84335	0.21562	0.2617	0	0	1.8905	-4.3352
1700084E18Rik		0.33292	0.19992	0.33765	0.2446	0.17571	0.34174	1.196	0	0	0.94234	2.136
1700084J12Rik		0.1649	0.1	0.1	0.1	0.13767	0.1	0.1	0	0	-0.46124	-0.22769
1700085B03Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700086L19Rik		8.4083	29.244	92.283	24.256	4.3254	0.31931	0.31702	0	0	4.4152	-6.3838
1700086O06Rik		1.071	0.97489	0.92326	0.91994	1.035	0.42166	2.7925	0	0	-0.1648	1.6482
1700088E04Rik	UPF0193 protein EVG1 homolog	1.4202	0.66895	1.3805	0.50888	0.25848	0.32534	0.79096	0	0	2.417	0.056864
1700090G07Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700092M07Rik		0.59413	0.13818	0.1377	0.18445	0.1	0.1	0.31233	0	0	0.46154	0.57903
1700093K21Rik	Uncharacterized protein C2orf74 homolog	0.15785	0.167	0.1	0.1	0.12037	0.1	0.1	0	0	-0.26752	-0.3127
1700094D03Rik	Uncharacterized protein C1orf189 homolog	3.912	1.3809	1.7158	1.3662	0.47335	0.79262	1.5098	0	0	1.8579	-0.08983
1700094J05Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700095B10Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700095B22Rik		0.50414	0.29392	0.58424	0.13257	0.1	0.1	0.1	0	0	2.5466	-1.5151
1700096J18Rik		0.1	0.24788	0.1	0.1	0.1	0.1	0.12024	0	0	0	-0.051867
1700096K18Rik		1.9514	0.5666	3.654	2.6525	1.9078	1.3599	1.7307	0	0	0.93758	-0.21973
1700101E01Rik		0.17404	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.16787
1700102P08Rik	Uncharacterized protein C3orf62 homolog	0.35545	0.90177	0.44496	0.33635	0.10839	0.3368	0.37177	0	0	2.0375	-0.15505
1700106J16Rik	Coiled-coil domain-containing protein 182	0.1	0.14531	0.1	0.1	0.1	0.14367	0.1	0	0	0	-0.1995
1700106N22Rik		2.8267	2.8183	3.0275	1.8487	1.5993	1.2378	1.7713	0	0	0.92067	-0.32992
1700108F19Rik		0.10266	0.1	0.1	0.1	0.1	0.1	0.81507	0	0	0	3.0206
1700108J01Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700108M19Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700109F18Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700109G14Rik		0.1	0.11957	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.046307
1700109H08Rik		1.5642	0.45915	0.56328	0.47079	0.1	0.18593	0.39952	0	0	2.4939	-0.47999
1700110I01Rik		0.1	0.12744	0.35683	0.1	0.1	3.0203	0.1	0	0	1.8352	-2.6647
1700110K17Rik		0.1	0.1	0.1	0.1	0.1	0.20016	0.1	0	0	0	-0.22271
1700110M21Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700111N16Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700112E06Rik	Leucine-rich repeat-containing protein C10orf11 homolog	0.11573	0.10527	1.3622	1.9496	0.48259	2.0231	0.1	0	0	1.4971	-3.3312
1700112H15Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700113H08Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700113I22Rik		1.7097	0.35	1.4458	0.22116	0.1	0.34206	0.56326	0	0	3.8538	-0.30278
1700119H24Rik		0.1	0.1037	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.0088765
1700120K04Rik		1.4457	1.0358	0.62729	0.52638	0.22341	0.95945	0.54642	0	0	1.4894	-0.55537
1700121N20Rik		0.1	0.1	0.11127	0.1	0.1	0.1	0.1	0	0	0.15411	-0.026856
1700123I01Rik	Uncharacterized protein C11orf85 homolog	0.10215	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.0051724
1700123K08Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700123L14Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700123M08Rik		0.46242	0.68085	0.86888	0.3242	0.25222	0.35254	0.56388	0	0	1.7844	0.20207
1700123O20Rik	Uncharacterized protein C14orf119 homolog	8.8816	9.1077	11.02	10.124	8.2954	6.371	20.496	0	0	0.40975	1.1927
1700125D06Rik		0.1	0.13615	0.10914	0.1	0.19834	0.1	0.19713	0	0	-0.86186	0.66957
1700125G02Rik		0.1	0.1	0.10252	0.1	0.1	0.1	0.1	0	0	0.035842	-0.0060359
1700125G22Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700125H03Rik		0.79884	0.1	0.11454	0.21804	0.1	0.1	0.14055	0	0	0.19581	-0.76332
1700125H20Rik	Uncharacterized protein C17orf64 homolog	0.1	0.11795	0.1	0.1	0.11196	0.1	0.10562	0	0	-0.16303	0.0086475
1700126H18Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700128F08Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1700129C05Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1810006J02Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.71147	0	0	0	2.8308
1810006K21Rik		28.503	45.857	80.833	97.55	108.18	73.498	97.601	0	0	-0.42043	0.43083
1810007D17Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1810007I06Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1810008A18Rik		4.1472	8.4688	7.8294	9.0809	7.4387	8.1934	4.3396	0	0	0.073841	-0.79441
1810009A15Rik		6.5685	5.1872	10.196	10.889	10.188	8.1238	22.034	0	0	0.0011823	1.3698
1810009J06Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1810010D01Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1810010H24Rik	UPF0450 protein C17orf58 homolog	7.3973	2.1138	11.972	2.3086	0.45976	3.3168	0.18091	0	0	4.7027	-4.6666
1810011H11Rik		0.1	0.1	0.71897	0.1	0.14216	29.666	0.11573	0	0	2.3384	-5.4723
1810011O10Rik	Uncharacterized protein C8orf4 homolog	7.5306	3.1652	1.348	0.1	0.12022	10.003	40.345	0	0	3.4871	3.4425
1810012P15Rik		0.62978	4.3764	1.9098	1.4018	1.1918	0.61007	0.46033	0	0	0.68031	-1.8734
1810013D10Rik		14.633	6.8715	19.44	18.682	22.094	11.41	10.528	0	0	-0.1846	-0.56012
1810013L24Rik	UPF0472 protein C16orf72 homolog	21.353	14.717	9.9935	8.1313	3.7158	4.1161	12.514	0	0	1.4273	0.27556
1810014B01Rik		2.5261	0.66979	4.2532	1.9521	0.56457	0.9646	1.2444	0	0	2.9133	-0.5499
1810014F10Rik		7.676	7.0226	10.572	4.2288	4.7815	2.4488	3.114	0	0	1.1447	-0.97516
1810018F18Rik		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
1810019D21Rik		0.10837	0.10847	0.1	0.1	0.1	0.1	0.23971	0	0	0	1.2213
1810019J16Rik		0.1	0.19433	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.21066
1810020D17Rik		13.557	9.9532	16.63	24.634	35.949	6.2215	11.48	0	0	-1.1122	-0.63471
1810021B22Rik		0.50711	0.11922	0.56984	0.30089	0.46572	1.0783	0.10086	0	0	0.29111	-2.3292
1810022K09Rik	Uncharacterized protein C8orf59 homolog	0.50632	1.2782	0.99139	0.50972	1.0146	0.31487	2.4433	0	0	-0.03335	1.6674
1810024B03Rik		2.4361	0.6579	2.493	3.2005	2.8035	4.0588	3.6511	0	0	-0.16938	0.48524
1810026B05Rik		16.166	15.187	7.8646	8.3857	4.7486	3.9455	11.862	0	0	0.72789	0.3382
1810026J23Rik	Uncharacterized protein C19orf52 homolog	13.371	26.058	21.493	20.604	11.821	10.241	11.602	0	0	0.86253	-0.5734
1810027O10Rik		47.1	37.397	67.513	112.62	118.93	68.328	128.89	0	0	-0.81681	0.77521
